"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",0.938743770122528,1.0329692363739,0.654849946498871,0.812505304813385,0.748312175273895,0.574841618537903,0.769638061523438,0.559017539024353,0.751871645450592,0.561446249485016,-0.425604104995728,-0.0114595936611295,0.714816808700562,-0.593550860881805,0.437914252281189,0.638885140419006,0.446158558130264,0.662783443927765,0.698291599750519,0.728221416473389,0.610471785068512,-3.41868781106314e-06
"2",-0.471625506877899,-0.197903051972389,-0.831255674362183,-0.772692859172821,-0.864753901958466,-0.67035585641861,-0.907679617404938,-0.91963666677475,-0.706414699554443,-0.597912430763245,-0.683152854442596,-0.577345728874207,-0.756066083908081,-0.65483957529068,-0.734213352203369,-0.596410274505615,-0.651995122432709,-0.555810928344727,-0.537900984287262,-0.408484727144241,-0.69398820400238,-0.671327412128448
"3",0.543954789638519,-0.0150048211216927,0.572904646396637,0.353924125432968,0.742999494075775,0.320354431867599,0.441831886768341,0.503395557403564,0.349275499582291,0.455652117729187,0.410607606172562,-0.466964542865753,0.587262272834778,0.039339616894722,0.472802668809891,-0.0387247204780579,-0.459644556045532,0.565560281276703,0.696876108646393,0.668843030929565,0.641526103019714,0.654626727104187
"4",-0.2178925126791,0.119785770773888,-0.223172575235367,0.475892722606659,-0.799867153167725,0.555860936641693,-0.318597674369812,-0.757430732250214,0.738688945770264,0.493356078863144,-0.361005842685699,0.350944519042969,-0.727769494056702,-0.648096263408661,0.455257296562195,0.487376093864441,-0.518488049507141,-0.0135229676961899,0.697111964225769,0.116262339055538,0.600731551647186,0.659047067165375
"5",0.807207345962524,1.02811431884766,0.898690819740295,0.86954140663147,0.781001567840576,0.82232004404068,0.768096804618835,0.567301213741302,0.835723638534546,0.566109895706177,-0.475027084350586,0.516521394252777,0.625926792621613,0.540243804454803,0.231722787022591,0.568438291549683,0.586282014846802,0.576922476291656,0.692679286003113,0.702239215373993,0.63728141784668,0.688540399074554
"6",-0.319920063018799,0.263357311487198,0.396418571472168,0.730221211910248,0.17911884188652,0.712601959705353,0.617208421230316,-0.464126616716385,0.260098159313202,0.245459988713264,-0.33597794175148,-0.322891592979431,-0.138402998447418,-0.205825194716454,-0.73080188035965,-0.638634741306305,-0.647545397281647,-0.21261827647686,0.36449271440506,0.401384174823761,0.63532018661499,0.122821837663651
"7",-0.0844162553548813,0.408767431974411,0.24780660867691,0.736134231090546,0.494450092315674,0.339620858430862,0.474591016769409,0.224171847105026,0.725367844104767,0.565323829650879,-0.592283427715302,-0.0153354629874229,0.633869886398315,-0.584862112998962,0.441568970680237,0.336507648229599,-0.35084056854248,0.150282144546509,0.693086922168732,0.699987709522247,0.141432583332062,0.2069431245327
"8",-0.463477849960327,-0.196928709745407,-0.536637246608734,-0.823783040046692,-0.562619745731354,-0.298789322376251,-0.887757122516632,-0.854997575283051,-0.687387824058533,0.378622561693192,-0.658223092556,0.117249310016632,-0.609672069549561,-0.631514191627502,-0.467010885477066,0.0363098084926605,-0.595370233058929,-0.311486274003983,-0.339458405971527,0.49197056889534,-0.692076742649078,-0.64667272567749
"9",-0.40324592590332,-0.031596802175045,-0.39565509557724,0.295881897211075,-0.00718677788972855,0.0968173742294312,-0.603360772132874,-0.892991662025452,0.0255457144230604,0.49937504529953,-0.416656523942947,-0.0678603127598763,-0.631006717681885,-0.564221560955048,0.348557770252228,-0.484644651412964,-0.614215910434723,-0.369259923696518,0.633439540863037,-0.673214733600616,0.550525605678558,0.15068294107914
"10",0.219966143369675,0.640175998210907,0.807161808013916,0.503754317760468,0.733481109142303,0.620603024959564,0.512333512306213,-0.253037631511688,0.333727240562439,0.563610732555389,0.356732666492462,-0.242888182401657,0.415205776691437,-0.439334094524384,-0.46645712852478,-0.357006639242172,-0.327221900224686,-0.127455279231071,0.317870080471039,0.457182377576828,0.615568339824677,-0.0225688610225916
