"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",-0.475994437932968,-0.200807720422745,-0.863392651081085,-0.869399607181549,-0.886987268924713,-0.673198044300079,-0.913629591464996,-0.921674251556396,-0.711061298847198,-0.381995975971222,-0.68632847070694,-0.609823942184448,-0.781980514526367,-0.66688472032547,-0.73383104801178,-0.710965692996979,-0.653042674064636,-0.618308007717133,-0.545662343502045,-0.682368040084839,-0.714605033397675,-0.676514625549316
"2",0.608592391014099,0.988681674003601,0.843707859516144,0.848954200744629,0.832781851291656,0.858003318309784,0.757496297359467,0.542137563228607,0.850641667842865,0.566054880619049,0.437078922986984,0.430366516113281,0.723853766918182,0.503492176532745,0.478762596845627,-0.213848575949669,0.5948686003685,0.473049312829971,0.698830127716064,0.723412215709686,0.643193185329437,0.688178062438965
"3",0.773368656635284,0.0213864743709564,0.691350221633911,0.708366811275482,0.836591839790344,0.85229080915451,0.747426927089691,0.458912819623947,0.845799624919891,0.565065741539001,0.373327851295471,-0.385488301515579,0.716834187507629,0.274578660726547,0.471091598272324,-0.236517071723938,0.164165943861008,0.709156632423401,0.697565972805023,0.679807424545288,0.639482975006104,0.67490017414093
"4",0.93450129032135,1.01936042308807,0.880258858203888,0.867730975151062,0.838116347789764,0.842652380466461,0.768772900104523,0.590128421783447,0.851748764514923,0.566146910190582,0.210065245628357,0.452370494604111,0.761487483978271,0.604964017868042,0.474762499332428,0.374541997909546,0.637425005435944,0.683485805988312,0.698271870613098,0.731358826160431,0.643126666545868,0.683533370494843
"5",0.93177455663681,0.759599328041077,0.857668280601501,0.767775297164917,0.823127090930939,0.856799900531769,0.759958922863007,0.494995087385178,0.850405693054199,0.565933763980865,0.371798872947693,0.368186891078949,0.667938232421875,0.35771057009697,0.463664919137955,0.440608531236649,0.608645498752594,0.425071954727173,0.683591961860657,0.72162401676178,0.64318460226059,0.673762023448944
"6",0.355129778385162,0.889488995075226,0.890183746814728,0.835530638694763,0.798812866210938,0.687009572982788,0.672120034694672,0.510556817054749,0.845704555511475,0.566150009632111,0.420179218053818,0.367112100124359,0.497130930423737,0.232692465186119,0.4266517162323,0.18102565407753,0.434140384197235,0.361552596092224,0.696685373783112,0.685213983058929,0.63906192779541,0.654342949390411
"7",-0.27613291144371,0.817684829235077,0.278056651353836,0.781382918357849,0.551149725914001,0.688640594482422,0.486989855766296,0.122478783130646,0.841071486473083,0.565386593341827,0.414718151092529,-0.0712241232395172,0.628025591373444,-0.311238169670105,-0.632250010967255,0.544581055641174,-0.433581978082657,0.685779333114624,0.698800623416901,0.399117887020111,0.619739234447479,0.687166631221771
"8",-0.475607872009277,-0.198222786188126,-0.836151838302612,-0.853450298309326,-0.890074253082275,-0.68617308139801,-0.913119792938232,-0.919718742370605,-0.679792881011963,-0.598270773887634,-0.686020016670227,-0.587926626205444,-0.782502353191376,-0.664526462554932,-0.726155459880829,-0.601984977722168,-0.653050661087036,-0.580073654651642,-0.442142337560654,-0.68151444196701,-0.711405396461487,-0.392910689115524
"9",-0.475279361009598,-0.153951719403267,-0.410410821437836,-0.790341436862946,-0.836925148963928,-0.591216385364532,-0.781903445720673,-0.910783469676971,-0.653037428855896,0.469761401414871,-0.684438169002533,-0.382256716489792,-0.667809069156647,-0.666774868965149,-0.729698956012726,-0.387317627668381,-0.6519935131073,-0.578065812587738,-0.21199668943882,0.216940030455589,-0.704685807228088,-0.673038482666016
"10",0.903441905975342,0.901421427726746,0.900452136993408,0.791671335697174,0.840374946594238,0.861803233623505,0.695533156394958,0.58465451002121,0.846902430057526,0.564632654190063,0.441441386938095,0.211288616061211,0.762560963630676,0.537973701953888,0.471165210008621,0.58063405752182,0.631776690483093,0.592750251293182,0.697695910930634,0.734976291656494,0.643265426158905,0.663004815578461
"11",0.936304152011871,1.04443371295929,0.905397534370422,0.874195873737335,0.842930853366852,0.864818871021271,0.769739985466003,0.588074326515198,0.852746903896332,0.566161036491394,0.439786612987518,0.531727135181427,0.766266584396362,0.612679898738861,0.478964656591415,0.656154692173004,0.647102296352386,0.753666520118713,0.699126601219177,0.735634505748749,0.643492460250854,0.691286623477936
